source,target,source_coordinates,target_coordinates,shared_keywords,source_institution,target_institution
Daqiang Zhang,Yanmin Zhu,POINT (118.7788631 32.0438284),POINT (121.4700152 31.2312707),"taxi gps data,mobility model,vehicular ad hoc network",Nanjing Normal University,Shanghai Jiao Tong University
Daqiang Zhang,Minglu Li,POINT (118.7788631 32.0438284),POINT (121.4700152 31.2312707),"taxi gps data,mobility model,vehicular ad hoc network",Nanjing Normal University,Shanghai Jiao Tong University
Daqiang Zhang,Min-You Wu,POINT (118.7788631 32.0438284),POINT (121.4700152 31.2312707),"taxi gps data,mobility model,vehicular ad hoc network",Nanjing Normal University,Shanghai Jiao Tong University
Huansheng Ning,Feiyu Lin,POINT (116.412144 40.190632),POINT (119.9691539 31.8122623),internet of things,Beihang University,Changzhou University
Huansheng Ning,Kurt Sandkuhl,POINT (116.412144 40.190632),POINT (12.1400211 54.0886707),internet of things,Beihang University,Rostock University
Huansheng Ning,Shoukun Xu,POINT (116.412144 40.190632),POINT (119.9691539 31.8122623),internet of things,Beihang University,Changzhou University
Huansheng Ning,Hong Liu,POINT (116.412144 40.190632),POINT (116.412144 40.190632),"internet of things,directed path,authentication protocol,security",Beihang University,Beihang University
Huansheng Ning,Qing Liu,POINT (116.412144 40.190632),POINT (118.7788631 32.0438284),"internet of things,directed path,authentication protocol,security",Beihang University,Nanjing Normal University
Huansheng Ning,Genlin Ji,POINT (116.412144 40.190632),POINT (118.7788631 32.0438284),"internet of things,directed path,authentication protocol,security",Beihang University,Nanjing Normal University
Huansheng Ning,Xiaojun Qian,POINT (116.412144 40.190632),POINT (118.7788631 32.0438284),"internet of things,security",Beihang University,Nanjing Normal University
Huansheng Ning,Xiaoping Che,POINT (116.412144 40.190632),POINT (2.3200410217200766 48.8588897),"internet of things,security",Beihang University,Evry University
Huansheng Ning,Miloš Milovanović,POINT (116.412144 40.190632),POINT (-111.184535 45.773279),security,Beihang University,University of Belgrade
Huansheng Ning,Miroslav Minović,POINT (116.412144 40.190632),POINT (-111.184535 45.773279),security,Beihang University,University of Belgrade
Huansheng Ning,Starčević Dušan,POINT (116.412144 40.190632),POINT (-111.184535 45.773279),security,Beihang University,University of Belgrade
Huansheng Ning,Christos Kalloniatis,POINT (116.412144 40.190632),POINT (26.554788 39.1037355),security,Beihang University,University of the Aegean
Huansheng Ning,Shareeful Islam,POINT (116.412144 40.190632),POINT (-0.1277653 51.5074456),security,Beihang University,University of East London
Huansheng Ning,Marc-Philippe Huget,POINT (116.412144 40.190632),POINT (6.086008679698335 45.7806512),security,Beihang University,University of Savoie
Huansheng Ning,Stefanos Gritzalis,POINT (116.412144 40.190632),POINT (26.554788 39.1037355),security,Beihang University,University of the Aegean
Huansheng Ning,Ismael Caballero,POINT (116.412144 40.190632),POINT (-3.9285138 38.9854201),security,Beihang University,University of Castilla-La Mancha
Huansheng Ning,Alberto Freitas,POINT (116.412144 40.190632),POINT (-8.6107884 41.1494512),security,Beihang University,Universidade do Porto
Feiyu Lin,Kurt Sandkuhl,POINT (119.9691539 31.8122623),POINT (12.1400211 54.0886707),"internet of things,context-aware computing,ontology matching",Changzhou University,Rostock University
Feiyu Lin,Shoukun Xu,POINT (119.9691539 31.8122623),POINT (119.9691539 31.8122623),"internet of things,context-aware computing,ontology matching",Changzhou University,Changzhou University
Feiyu Lin,Hong Liu,POINT (119.9691539 31.8122623),POINT (116.412144 40.190632),internet of things,Changzhou University,Beihang University
Feiyu Lin,Qing Liu,POINT (119.9691539 31.8122623),POINT (118.7788631 32.0438284),internet of things,Changzhou University,Nanjing Normal University
Feiyu Lin,Genlin Ji,POINT (119.9691539 31.8122623),POINT (118.7788631 32.0438284),internet of things,Changzhou University,Nanjing Normal University
Feiyu Lin,Xiaojun Qian,POINT (119.9691539 31.8122623),POINT (118.7788631 32.0438284),internet of things,Changzhou University,Nanjing Normal University
Feiyu Lin,Xiaoping Che,POINT (119.9691539 31.8122623),POINT (2.3200410217200766 48.8588897),internet of things,Changzhou University,Evry University
Hongyu Huang,Yanmin Zhu,POINT (106.5479189 29.5656729),POINT (121.4700152 31.2312707),"taxi gps data,mobility model,vehicular ad hoc network",Chongqing University,Shanghai Jiao Tong University
Hongyu Huang,Minglu Li,POINT (106.5479189 29.5656729),POINT (121.4700152 31.2312707),"taxi gps data,mobility model,vehicular ad hoc network",Chongqing University,Shanghai Jiao Tong University
Hongyu Huang,Min-You Wu,POINT (106.5479189 29.5656729),POINT (121.4700152 31.2312707),"taxi gps data,mobility model,vehicular ad hoc network",Chongqing University,Shanghai Jiao Tong University
Yanmin Zhu,Minglu Li,POINT (121.4700152 31.2312707),POINT (121.4700152 31.2312707),"taxi gps data,mobility model,vehicular ad hoc network",Shanghai Jiao Tong University,Shanghai Jiao Tong University
Yanmin Zhu,Min-You Wu,POINT (121.4700152 31.2312707),POINT (121.4700152 31.2312707),"taxi gps data,mobility model,vehicular ad hoc network",Shanghai Jiao Tong University,Shanghai Jiao Tong University
Minglu Li,Min-You Wu,POINT (121.4700152 31.2312707),POINT (121.4700152 31.2312707),"taxi gps data,mobility model,vehicular ad hoc network",Shanghai Jiao Tong University,Shanghai Jiao Tong University
Kurt Sandkuhl,Shoukun Xu,POINT (12.1400211 54.0886707),POINT (119.9691539 31.8122623),"internet of things,context-aware computing,ontology matching",Rostock University,Changzhou University
Kurt Sandkuhl,Hong Liu,POINT (12.1400211 54.0886707),POINT (116.412144 40.190632),internet of things,Rostock University,Beihang University
Kurt Sandkuhl,Qing Liu,POINT (12.1400211 54.0886707),POINT (118.7788631 32.0438284),internet of things,Rostock University,Nanjing Normal University
Kurt Sandkuhl,Genlin Ji,POINT (12.1400211 54.0886707),POINT (118.7788631 32.0438284),internet of things,Rostock University,Nanjing Normal University
Kurt Sandkuhl,Xiaojun Qian,POINT (12.1400211 54.0886707),POINT (118.7788631 32.0438284),internet of things,Rostock University,Nanjing Normal University
Kurt Sandkuhl,Xiaoping Che,POINT (12.1400211 54.0886707),POINT (2.3200410217200766 48.8588897),internet of things,Rostock University,Evry University
Shoukun Xu,Hong Liu,POINT (119.9691539 31.8122623),POINT (116.412144 40.190632),internet of things,Changzhou University,Beihang University
Shoukun Xu,Qing Liu,POINT (119.9691539 31.8122623),POINT (118.7788631 32.0438284),internet of things,Changzhou University,Nanjing Normal University
Shoukun Xu,Genlin Ji,POINT (119.9691539 31.8122623),POINT (118.7788631 32.0438284),internet of things,Changzhou University,Nanjing Normal University
Shoukun Xu,Xiaojun Qian,POINT (119.9691539 31.8122623),POINT (118.7788631 32.0438284),internet of things,Changzhou University,Nanjing Normal University
Shoukun Xu,Xiaoping Che,POINT (119.9691539 31.8122623),POINT (2.3200410217200766 48.8588897),internet of things,Changzhou University,Evry University
Hong Liu,Qing Liu,POINT (116.412144 40.190632),POINT (118.7788631 32.0438284),"internet of things,directed path,authentication protocol,security",Beihang University,Nanjing Normal University
Hong Liu,Genlin Ji,POINT (116.412144 40.190632),POINT (118.7788631 32.0438284),"internet of things,directed path,authentication protocol,security",Beihang University,Nanjing Normal University
Hong Liu,Xiaojun Qian,POINT (116.412144 40.190632),POINT (118.7788631 32.0438284),"internet of things,security",Beihang University,Nanjing Normal University
Hong Liu,Xiaoping Che,POINT (116.412144 40.190632),POINT (2.3200410217200766 48.8588897),"internet of things,security",Beihang University,Evry University
Hong Liu,Miloš Milovanović,POINT (116.412144 40.190632),POINT (-111.184535 45.773279),security,Beihang University,University of Belgrade
Hong Liu,Miroslav Minović,POINT (116.412144 40.190632),POINT (-111.184535 45.773279),security,Beihang University,University of Belgrade
Hong Liu,Starčević Dušan,POINT (116.412144 40.190632),POINT (-111.184535 45.773279),security,Beihang University,University of Belgrade
Hong Liu,Christos Kalloniatis,POINT (116.412144 40.190632),POINT (26.554788 39.1037355),security,Beihang University,University of the Aegean
Hong Liu,Shareeful Islam,POINT (116.412144 40.190632),POINT (-0.1277653 51.5074456),security,Beihang University,University of East London
Hong Liu,Marc-Philippe Huget,POINT (116.412144 40.190632),POINT (6.086008679698335 45.7806512),security,Beihang University,University of Savoie
Hong Liu,Stefanos Gritzalis,POINT (116.412144 40.190632),POINT (26.554788 39.1037355),security,Beihang University,University of the Aegean
Hong Liu,Ismael Caballero,POINT (116.412144 40.190632),POINT (-3.9285138 38.9854201),security,Beihang University,University of Castilla-La Mancha
Hong Liu,Alberto Freitas,POINT (116.412144 40.190632),POINT (-8.6107884 41.1494512),security,Beihang University,Universidade do Porto
Qing Liu,Genlin Ji,POINT (118.7788631 32.0438284),POINT (118.7788631 32.0438284),"internet of things,directed path,authentication protocol,security",Nanjing Normal University,Nanjing Normal University
Qing Liu,Xiaojun Qian,POINT (118.7788631 32.0438284),POINT (118.7788631 32.0438284),"internet of things,security",Nanjing Normal University,Nanjing Normal University
Qing Liu,Xiaoping Che,POINT (118.7788631 32.0438284),POINT (2.3200410217200766 48.8588897),"internet of things,security",Nanjing Normal University,Evry University
Qing Liu,Miloš Milovanović,POINT (118.7788631 32.0438284),POINT (-111.184535 45.773279),security,Nanjing Normal University,University of Belgrade
Qing Liu,Miroslav Minović,POINT (118.7788631 32.0438284),POINT (-111.184535 45.773279),security,Nanjing Normal University,University of Belgrade
Qing Liu,Starčević Dušan,POINT (118.7788631 32.0438284),POINT (-111.184535 45.773279),security,Nanjing Normal University,University of Belgrade
Qing Liu,Christos Kalloniatis,POINT (118.7788631 32.0438284),POINT (26.554788 39.1037355),security,Nanjing Normal University,University of the Aegean
Qing Liu,Shareeful Islam,POINT (118.7788631 32.0438284),POINT (-0.1277653 51.5074456),security,Nanjing Normal University,University of East London
Qing Liu,Marc-Philippe Huget,POINT (118.7788631 32.0438284),POINT (6.086008679698335 45.7806512),security,Nanjing Normal University,University of Savoie
Qing Liu,Stefanos Gritzalis,POINT (118.7788631 32.0438284),POINT (26.554788 39.1037355),security,Nanjing Normal University,University of the Aegean
Qing Liu,Ismael Caballero,POINT (118.7788631 32.0438284),POINT (-3.9285138 38.9854201),security,Nanjing Normal University,University of Castilla-La Mancha
Qing Liu,Alberto Freitas,POINT (118.7788631 32.0438284),POINT (-8.6107884 41.1494512),security,Nanjing Normal University,Universidade do Porto
Genlin Ji,Xiaojun Qian,POINT (118.7788631 32.0438284),POINT (118.7788631 32.0438284),"internet of things,security",Nanjing Normal University,Nanjing Normal University
Genlin Ji,Xiaoping Che,POINT (118.7788631 32.0438284),POINT (2.3200410217200766 48.8588897),"internet of things,security",Nanjing Normal University,Evry University
Genlin Ji,Miloš Milovanović,POINT (118.7788631 32.0438284),POINT (-111.184535 45.773279),security,Nanjing Normal University,University of Belgrade
