source,target,source_coordinates,target_coordinates
Tippakorn Rungkasiri,Choochart Haruechaiyasak,POINT (100.4935089 13.7524938),POINT (100.51976929479142 13.97270675)
Mahalakshmi G. Suryanarayanan,Dilip S. Sam,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939)
Mahalakshmi G. Suryanarayanan,Sendhilkumar Selvaraju,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939)
Dilip S. Sam,Sendhilkumar Selvaraju,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939)
Xuan Hau Pham,Dosam Hwang,POINT (128.741329 35.825122),POINT (128.741329 35.825122)
Ting Ting Qin,Satoshi Fujita,POINT (132.4517589 34.3917241),POINT (132.4517589 34.3917241)
Victor Ströele,Geraldo Zimbrão,POINT (-43.2093727 -22.9110137),POINT (-43.2093727 -22.9110137)
Victor Ströele,Jano M. Souza,POINT (-43.2093727 -22.9110137),POINT (-43.2093727 -22.9110137)
Geraldo Zimbrão,Jano M. Souza,POINT (-43.2093727 -22.9110137),POINT (-43.2093727 -22.9110137)
Daqiang Zhang,Hongyu Huang,POINT (118.7788631 32.0438284),POINT (106.5479189 29.5656729)
Daqiang Zhang,Yanmin Zhu,POINT (118.7788631 32.0438284),POINT (121.4700152 31.2312707)
Daqiang Zhang,Minglu Li,POINT (118.7788631 32.0438284),POINT (121.4700152 31.2312707)
Daqiang Zhang,Min-You Wu,POINT (118.7788631 32.0438284),POINT (121.4700152 31.2312707)
Huansheng Ning,Feiyu Lin,POINT (116.412144 40.190632),POINT (119.9691539 31.8122623)
Huansheng Ning,Kurt Sandkuhl,POINT (116.412144 40.190632),POINT (12.1400211 54.0886707)
Huansheng Ning,Shoukun Xu,POINT (116.412144 40.190632),POINT (119.9691539 31.8122623)
Huansheng Ning,Hong Liu,POINT (116.412144 40.190632),POINT (116.412144 40.190632)
Huansheng Ning,Qing Liu,POINT (116.412144 40.190632),POINT (118.7788631 32.0438284)
Huansheng Ning,Genlin Ji,POINT (116.412144 40.190632),POINT (118.7788631 32.0438284)
Huansheng Ning,Xiaojun Qian,POINT (116.412144 40.190632),POINT (118.7788631 32.0438284)
Huansheng Ning,Xiaoping Che,POINT (116.412144 40.190632),POINT (2.3200410217200766 48.8588897)
Huansheng Ning,Miloš Milovanović,POINT (116.412144 40.190632),POINT (-111.184535 45.773279)
Huansheng Ning,Miroslav Minović,POINT (116.412144 40.190632),POINT (-111.184535 45.773279)
Huansheng Ning,Starčević Dušan,POINT (116.412144 40.190632),POINT (-111.184535 45.773279)
Huansheng Ning,Christos Kalloniatis,POINT (116.412144 40.190632),POINT (26.554788 39.1037355)
Huansheng Ning,Shareeful Islam,POINT (116.412144 40.190632),POINT (-0.1277653 51.5074456)
Huansheng Ning,Marc-Philippe Huget,POINT (116.412144 40.190632),POINT (6.086008679698335 45.7806512)
Huansheng Ning,Stefanos Gritzalis,POINT (116.412144 40.190632),POINT (26.554788 39.1037355)
Huansheng Ning,Ismael Caballero,POINT (116.412144 40.190632),POINT (-3.9285138 38.9854201)
Huansheng Ning,Alberto Freitas,POINT (116.412144 40.190632),POINT (-8.6107884 41.1494512)
Feiyu Lin,Kurt Sandkuhl,POINT (119.9691539 31.8122623),POINT (12.1400211 54.0886707)
Feiyu Lin,Shoukun Xu,POINT (119.9691539 31.8122623),POINT (119.9691539 31.8122623)
Feiyu Lin,Hong Liu,POINT (119.9691539 31.8122623),POINT (116.412144 40.190632)
Feiyu Lin,Qing Liu,POINT (119.9691539 31.8122623),POINT (118.7788631 32.0438284)
Feiyu Lin,Genlin Ji,POINT (119.9691539 31.8122623),POINT (118.7788631 32.0438284)
Feiyu Lin,Xiaojun Qian,POINT (119.9691539 31.8122623),POINT (118.7788631 32.0438284)
Feiyu Lin,Xiaoping Che,POINT (119.9691539 31.8122623),POINT (2.3200410217200766 48.8588897)
Hongyu Huang,Yanmin Zhu,POINT (106.5479189 29.5656729),POINT (121.4700152 31.2312707)
Hongyu Huang,Minglu Li,POINT (106.5479189 29.5656729),POINT (121.4700152 31.2312707)
Hongyu Huang,Min-You Wu,POINT (106.5479189 29.5656729),POINT (121.4700152 31.2312707)
Yanmin Zhu,Minglu Li,POINT (121.4700152 31.2312707),POINT (121.4700152 31.2312707)
Yanmin Zhu,Min-You Wu,POINT (121.4700152 31.2312707),POINT (121.4700152 31.2312707)
Minglu Li,Min-You Wu,POINT (121.4700152 31.2312707),POINT (121.4700152 31.2312707)
Kurt Sandkuhl,Shoukun Xu,POINT (12.1400211 54.0886707),POINT (119.9691539 31.8122623)
Kurt Sandkuhl,Hong Liu,POINT (12.1400211 54.0886707),POINT (116.412144 40.190632)
Kurt Sandkuhl,Qing Liu,POINT (12.1400211 54.0886707),POINT (118.7788631 32.0438284)
Kurt Sandkuhl,Genlin Ji,POINT (12.1400211 54.0886707),POINT (118.7788631 32.0438284)
Kurt Sandkuhl,Xiaojun Qian,POINT (12.1400211 54.0886707),POINT (118.7788631 32.0438284)
Kurt Sandkuhl,Xiaoping Che,POINT (12.1400211 54.0886707),POINT (2.3200410217200766 48.8588897)
Shoukun Xu,Hong Liu,POINT (119.9691539 31.8122623),POINT (116.412144 40.190632)
Shoukun Xu,Qing Liu,POINT (119.9691539 31.8122623),POINT (118.7788631 32.0438284)
Shoukun Xu,Genlin Ji,POINT (119.9691539 31.8122623),POINT (118.7788631 32.0438284)
Shoukun Xu,Xiaojun Qian,POINT (119.9691539 31.8122623),POINT (118.7788631 32.0438284)
Shoukun Xu,Xiaoping Che,POINT (119.9691539 31.8122623),POINT (2.3200410217200766 48.8588897)
Hong Liu,Qing Liu,POINT (116.412144 40.190632),POINT (118.7788631 32.0438284)
Hong Liu,Genlin Ji,POINT (116.412144 40.190632),POINT (118.7788631 32.0438284)
Hong Liu,Xiaojun Qian,POINT (116.412144 40.190632),POINT (118.7788631 32.0438284)
Hong Liu,Xiaoping Che,POINT (116.412144 40.190632),POINT (2.3200410217200766 48.8588897)
Hong Liu,Miloš Milovanović,POINT (116.412144 40.190632),POINT (-111.184535 45.773279)
Hong Liu,Miroslav Minović,POINT (116.412144 40.190632),POINT (-111.184535 45.773279)
Hong Liu,Starčević Dušan,POINT (116.412144 40.190632),POINT (-111.184535 45.773279)
Hong Liu,Christos Kalloniatis,POINT (116.412144 40.190632),POINT (26.554788 39.1037355)
Hong Liu,Shareeful Islam,POINT (116.412144 40.190632),POINT (-0.1277653 51.5074456)
Hong Liu,Marc-Philippe Huget,POINT (116.412144 40.190632),POINT (6.086008679698335 45.7806512)
Hong Liu,Stefanos Gritzalis,POINT (116.412144 40.190632),POINT (26.554788 39.1037355)
Hong Liu,Ismael Caballero,POINT (116.412144 40.190632),POINT (-3.9285138 38.9854201)
Hong Liu,Alberto Freitas,POINT (116.412144 40.190632),POINT (-8.6107884 41.1494512)
Qing Liu,Genlin Ji,POINT (118.7788631 32.0438284),POINT (118.7788631 32.0438284)
Qing Liu,Xiaojun Qian,POINT (118.7788631 32.0438284),POINT (118.7788631 32.0438284)
Qing Liu,Xiaoping Che,POINT (118.7788631 32.0438284),POINT (2.3200410217200766 48.8588897)
Qing Liu,Miloš Milovanović,POINT (118.7788631 32.0438284),POINT (-111.184535 45.773279)
Qing Liu,Miroslav Minović,POINT (118.7788631 32.0438284),POINT (-111.184535 45.773279)
Qing Liu,Starčević Dušan,POINT (118.7788631 32.0438284),POINT (-111.184535 45.773279)
Qing Liu,Christos Kalloniatis,POINT (118.7788631 32.0438284),POINT (26.554788 39.1037355)
Qing Liu,Shareeful Islam,POINT (118.7788631 32.0438284),POINT (-0.1277653 51.5074456)
Qing Liu,Marc-Philippe Huget,POINT (118.7788631 32.0438284),POINT (6.086008679698335 45.7806512)
Qing Liu,Stefanos Gritzalis,POINT (118.7788631 32.0438284),POINT (26.554788 39.1037355)
Qing Liu,Ismael Caballero,POINT (118.7788631 32.0438284),POINT (-3.9285138 38.9854201)
Qing Liu,Alberto Freitas,POINT (118.7788631 32.0438284),POINT (-8.6107884 41.1494512)
Genlin Ji,Xiaojun Qian,POINT (118.7788631 32.0438284),POINT (118.7788631 32.0438284)
Genlin Ji,Xiaoping Che,POINT (118.7788631 32.0438284),POINT (2.3200410217200766 48.8588897)
Genlin Ji,Miloš Milovanović,POINT (118.7788631 32.0438284),POINT (-111.184535 45.773279)
Genlin Ji,Miroslav Minović,POINT (118.7788631 32.0438284),POINT (-111.184535 45.773279)
Genlin Ji,Starčević Dušan,POINT (118.7788631 32.0438284),POINT (-111.184535 45.773279)
Genlin Ji,Christos Kalloniatis,POINT (118.7788631 32.0438284),POINT (26.554788 39.1037355)
Genlin Ji,Shareeful Islam,POINT (118.7788631 32.0438284),POINT (-0.1277653 51.5074456)
Genlin Ji,Marc-Philippe Huget,POINT (118.7788631 32.0438284),POINT (6.086008679698335 45.7806512)
Genlin Ji,Stefanos Gritzalis,POINT (118.7788631 32.0438284),POINT (26.554788 39.1037355)
Genlin Ji,Ismael Caballero,POINT (118.7788631 32.0438284),POINT (-3.9285138 38.9854201)
Genlin Ji,Alberto Freitas,POINT (118.7788631 32.0438284),POINT (-8.6107884 41.1494512)
Bratislav Predic,Dragan Stojanovic,POINT (21.8959232 43.3211301),POINT (21.8959232 43.3211301)
Xingang Liu,Jiantan Liu,POINT (104.0708278 30.7001324),POINT (128.5730099 35.8715091)
Xingang Liu,Kook-Yeol Yoo,POINT (104.0708278 30.7001324),POINT (128.5730099 35.8715091)
Xingang Liu,Haengrae Cho,POINT (104.0708278 30.7001324),POINT (128.5730099 35.8715091)
Jiantan Liu,Kook-Yeol Yoo,POINT (128.5730099 35.8715091),POINT (128.5730099 35.8715091)
Jiantan Liu,Haengrae Cho,POINT (128.5730099 35.8715091),POINT (128.5730099 35.8715091)
Kook-Yeol Yoo,Haengrae Cho,POINT (128.5730099 35.8715091),POINT (128.5730099 35.8715091)
Qiang Liu,Min Chen,POINT (116.412144 40.190632),POINT (126.9782914 37.5666791)
Qiang Liu,Jie Zhang,POINT (116.412144 40.190632),POINT (116.412144 40.190632)
Qiang Liu,Bingwen Shen,POINT (116.412144 40.190632),POINT (116.412144 40.190632)
Qiang Liu,Zhong Chu,POINT (116.412144 40.190632),POINT (116.412144 40.190632)
Min Chen,Jie Zhang,POINT (126.9782914 37.5666791),POINT (116.412144 40.190632)
Min Chen,Bingwen Shen,POINT (126.9782914 37.5666791),POINT (116.412144 40.190632)
Min Chen,Zhong Chu,POINT (126.9782914 37.5666791),POINT (116.412144 40.190632)
Jie Zhang,Bingwen Shen,POINT (116.412144 40.190632),POINT (116.412144 40.190632)
Jie Zhang,Zhong Chu,POINT (116.412144 40.190632),POINT (116.412144 40.190632)
Bingwen Shen,Zhong Chu,POINT (116.412144 40.190632),POINT (116.412144 40.190632)
Xiaojun Qian,Xiaoping Che,POINT (118.7788631 32.0438284),POINT (2.3200410217200766 48.8588897)
Xiaojun Qian,Miloš Milovanović,POINT (118.7788631 32.0438284),POINT (-111.184535 45.773279)
Xiaojun Qian,Miroslav Minović,POINT (118.7788631 32.0438284),POINT (-111.184535 45.773279)
Xiaojun Qian,Starčević Dušan,POINT (118.7788631 32.0438284),POINT (-111.184535 45.773279)
Xiaojun Qian,Christos Kalloniatis,POINT (118.7788631 32.0438284),POINT (26.554788 39.1037355)
Xiaojun Qian,Shareeful Islam,POINT (118.7788631 32.0438284),POINT (-0.1277653 51.5074456)
Xiaojun Qian,Marc-Philippe Huget,POINT (118.7788631 32.0438284),POINT (6.086008679698335 45.7806512)
Xiaojun Qian,Stefanos Gritzalis,POINT (118.7788631 32.0438284),POINT (26.554788 39.1037355)
Xiaojun Qian,Ismael Caballero,POINT (118.7788631 32.0438284),POINT (-3.9285138 38.9854201)
Xiaojun Qian,Alberto Freitas,POINT (118.7788631 32.0438284),POINT (-8.6107884 41.1494512)
Xiaoping Che,Miloš Milovanović,POINT (2.3200410217200766 48.8588897),POINT (-111.184535 45.773279)
Xiaoping Che,Miroslav Minović,POINT (2.3200410217200766 48.8588897),POINT (-111.184535 45.773279)
Xiaoping Che,Starčević Dušan,POINT (2.3200410217200766 48.8588897),POINT (-111.184535 45.773279)
Xiaoping Che,Christos Kalloniatis,POINT (2.3200410217200766 48.8588897),POINT (26.554788 39.1037355)
Xiaoping Che,Shareeful Islam,POINT (2.3200410217200766 48.8588897),POINT (-0.1277653 51.5074456)
Xiaoping Che,Marc-Philippe Huget,POINT (2.3200410217200766 48.8588897),POINT (6.086008679698335 45.7806512)
Xiaoping Che,Stefanos Gritzalis,POINT (2.3200410217200766 48.8588897),POINT (26.554788 39.1037355)
Xiaoping Che,Ismael Caballero,POINT (2.3200410217200766 48.8588897),POINT (-3.9285138 38.9854201)
Xiaoping Che,Alberto Freitas,POINT (2.3200410217200766 48.8588897),POINT (-8.6107884 41.1494512)
Marijana Despotović-Zrakić,Dusan Barać,POINT (-111.184535 45.773279),POINT (-111.184535 45.773279)
Marijana Despotović-Zrakić,Zorica Bogdanović,POINT (-111.184535 45.773279),POINT (-111.184535 45.773279)
Marijana Despotović-Zrakić,Branislav Jovanić,POINT (-111.184535 45.773279),POINT (-111.184535 45.773279)
Marijana Despotović-Zrakić,Božidar Radenković,POINT (-111.184535 45.773279),POINT (-111.184535 45.773279)
Dusan Barać,Zorica Bogdanović,POINT (-111.184535 45.773279),POINT (-111.184535 45.773279)
Dusan Barać,Branislav Jovanić,POINT (-111.184535 45.773279),POINT (-111.184535 45.773279)
Dusan Barać,Božidar Radenković,POINT (-111.184535 45.773279),POINT (-111.184535 45.773279)
Zorica Bogdanović,Branislav Jovanić,POINT (-111.184535 45.773279),POINT (-111.184535 45.773279)
Zorica Bogdanović,Božidar Radenković,POINT (-111.184535 45.773279),POINT (-111.184535 45.773279)
Branislav Jovanić,Božidar Radenković,POINT (-111.184535 45.773279),POINT (-111.184535 45.773279)
Rafael Duque,Lars Bollen,POINT (-3.8099719 43.4620412),POINT (6.870595664097989 52.22336325)
Rafael Duque,Anjo Anjewierden,POINT (-3.8099719 43.4620412),POINT (6.870595664097989 52.22336325)
Rafael Duque,Crescencio Bravo,POINT (-3.8099719 43.4620412),POINT (-3.9285138 38.9854201)
Rafael Duque,Esperanza Marcos,POINT (-3.8099719 43.4620412),POINT (-3.7035825 40.4167047)
Rafael Duque,Valeria de Castro,POINT (-3.8099719 43.4620412),POINT (-3.7035825 40.4167047)
Rafael Duque,Juan Manuel Vara,POINT (-3.8099719 43.4620412),POINT (-3.7035825 40.4167047)
Lars Bollen,Anjo Anjewierden,POINT (6.870595664097989 52.22336325),POINT (6.870595664097989 52.22336325)
Lars Bollen,Crescencio Bravo,POINT (6.870595664097989 52.22336325),POINT (-3.9285138 38.9854201)
Lars Bollen,Esperanza Marcos,POINT (6.870595664097989 52.22336325),POINT (-3.7035825 40.4167047)
Lars Bollen,Valeria de Castro,POINT (6.870595664097989 52.22336325),POINT (-3.7035825 40.4167047)
Lars Bollen,Juan Manuel Vara,POINT (6.870595664097989 52.22336325),POINT (-3.7035825 40.4167047)
Anjo Anjewierden,Crescencio Bravo,POINT (6.870595664097989 52.22336325),POINT (-3.9285138 38.9854201)
Anjo Anjewierden,Esperanza Marcos,POINT (6.870595664097989 52.22336325),POINT (-3.7035825 40.4167047)
Anjo Anjewierden,Valeria de Castro,POINT (6.870595664097989 52.22336325),POINT (-3.7035825 40.4167047)
Anjo Anjewierden,Juan Manuel Vara,POINT (6.870595664097989 52.22336325),POINT (-3.7035825 40.4167047)
Crescencio Bravo,Esperanza Marcos,POINT (-3.9285138 38.9854201),POINT (-3.7035825 40.4167047)
Crescencio Bravo,Valeria de Castro,POINT (-3.9285138 38.9854201),POINT (-3.7035825 40.4167047)
Crescencio Bravo,Juan Manuel Vara,POINT (-3.9285138 38.9854201),POINT (-3.7035825 40.4167047)
Jens Hellmers,Jörg Thomaschewski,POINT (8.8071646 53.0758196),POINT (7.2058304 53.3670541)
Jens Hellmers,Eva-Maria Holt,POINT (8.8071646 53.0758196),POINT (6.8493503 51.2973261)
Jens Hellmers,Thomas Wriedt,POINT (8.8071646 53.0758196),POINT (8.8071646 53.0758196)
Jörg Thomaschewski,Eva-Maria Holt,POINT (7.2058304 53.3670541),POINT (6.8493503 51.2973261)
Jörg Thomaschewski,Thomas Wriedt,POINT (7.2058304 53.3670541),POINT (8.8071646 53.0758196)
Eva-Maria Holt,Thomas Wriedt,POINT (6.8493503 51.2973261),POINT (8.8071646 53.0758196)
Marija Jovic,Dusan Milutinovic,POINT (-111.184535 45.773279),POINT (-111.184535 45.773279)
Marija Jovic,Anton Kos,POINT (-111.184535 45.773279),POINT (14.5069289 46.0500268)
Marija Jovic,Saso Tomazic,POINT (-111.184535 45.773279),POINT (14.5069289 46.0500268)
Dusan Milutinovic,Anton Kos,POINT (-111.184535 45.773279),POINT (14.5069289 46.0500268)
Dusan Milutinovic,Saso Tomazic,POINT (-111.184535 45.773279),POINT (14.5069289 46.0500268)
Anton Kos,Saso Tomazic,POINT (14.5069289 46.0500268),POINT (14.5069289 46.0500268)
Ester Martínez-Martín,M. Teresa Escrig,POINT (-0.0615052108330179 40.25185675),POINT (-0.0615052108330179 40.25185675)
Ester Martínez-Martín,Angel P. del Pobil,POINT (-0.0615052108330179 40.25185675),POINT (-0.0615052108330179 40.25185675)
M. Teresa Escrig,Angel P. del Pobil,POINT (-0.0615052108330179 40.25185675),POINT (-0.0615052108330179 40.25185675)
Cao Mukun,Melody Y. Kiang,POINT (118.0853479 24.4801069),POINT (-118.191604 33.7690164)
Marc Alier Forment,Patricia Ordóñez de Pablos,POINT (2.1774322 41.3828939),POINT (-5.8483581 43.3618625)
Marc Alier Forment,David Griffiths,POINT (2.1774322 41.3828939),POINT (-2.4300367 53.5782863)
Marc Alier Forment,Mark Johnson,POINT (2.1774322 41.3828939),POINT (-2.4300367 53.5782863)
Marc Alier Forment,Kris Popat,POINT (2.1774322 41.3828939),POINT (-2.4300367 53.5782863)
Marc Alier Forment,Paul Sharples,POINT (2.1774322 41.3828939),POINT (-2.4300367 53.5782863)
Marc Alier Forment,Scott Wilson,POINT (2.1774322 41.3828939),POINT (-2.4300367 53.5782863)
Marc Alier Forment,Ricardo Queirós,POINT (2.1774322 41.3828939),POINT (-8.6107884 41.1494512)
Marc Alier Forment,José Paulo Leal,POINT (2.1774322 41.3828939),POINT (-8.6107884 41.1494512)
Marc Alier Forment,María José Casany,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Marc Alier Forment,Nikolas Galanis,POINT (2.1774322 41.3828939),POINT (-5.6640182 40.9651572)
Marc Alier Forment,Anton Joha,POINT (2.1774322 41.3828939),POINT (-0.1277653 51.5074456)
Marc Alier Forment,Marijn Janssen,POINT (2.1774322 41.3828939),POINT (4.362724538543995 51.999457199999995)
Marc Alier Forment,Eduardo Fernandes,POINT (2.1774322 41.3828939),POINT (-46.6333824 -23.5506507)
Marc Alier Forment,Marc Sabbagh,POINT (2.1774322 41.3828939),POINT (2.2890454 48.9105948)
Marc Alier Forment,Antonio de Amescua Seco,POINT (2.1774322 41.3828939),POINT (-3.7035825 40.4167047)
Marc Alier Forment,Miloš Milovanović,POINT (2.1774322 41.3828939),POINT (-111.184535 45.773279)
Marc Alier Forment,Miroslav Minović,POINT (2.1774322 41.3828939),POINT (-111.184535 45.773279)
Marc Alier Forment,Starčević Dušan,POINT (2.1774322 41.3828939),POINT (-111.184535 45.773279)
Marc Alier Forment,Miguel García Rodríguez,POINT (2.1774322 41.3828939),POINT (-5.8483581 43.3618625)
Marc Alier Forment,Jose María Alvarez Rodríguez,POINT (2.1774322 41.3828939),POINT (-5.8483581 43.3618625)
Marc Alier Forment,Diego Berrueta Muñoz,POINT (2.1774322 41.3828939),POINT (-5.66275 43.5449422)
Marc Alier Forment,Luis Polo Paredes,POINT (2.1774322 41.3828939),POINT (-5.66275 43.5449422)
Marc Alier Forment,Jose Emilio Labra Gayo,POINT (2.1774322 41.3828939),POINT (-5.8483581 43.3618625)
Marc Alier Forment,Thijs Baars,POINT (2.1774322 41.3828939),POINT (5.1215634 52.0907006)
Marc Alier Forment,Marco Spruit,POINT (2.1774322 41.3828939),POINT (5.1215634 52.0907006)
Jordán Pascual Espada,Oscar Sanjuán Martínez,POINT (-5.8483581 43.3618625),POINT (-3.7035825 40.4167047)
Jordán Pascual Espada,B. Cristina Pelayo G-Bustelo,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625)
Jordán Pascual Espada,Juan Manuel Cueva Lovelle,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625)
Jordán Pascual Espada,Patricia Ordóñez de Pablos,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625)
Jordán Pascual Espada,Miguel García Rodríguez,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625)
Jordán Pascual Espada,Jose María Alvarez Rodríguez,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625)
Jordán Pascual Espada,Diego Berrueta Muñoz,POINT (-5.8483581 43.3618625),POINT (-5.66275 43.5449422)
Jordán Pascual Espada,Luis Polo Paredes,POINT (-5.8483581 43.3618625),POINT (-5.66275 43.5449422)
Jordán Pascual Espada,Jose Emilio Labra Gayo,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625)
Oscar Sanjuán Martínez,B. Cristina Pelayo G-Bustelo,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625)
Oscar Sanjuán Martínez,Juan Manuel Cueva Lovelle,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625)
Oscar Sanjuán Martínez,Patricia Ordóñez de Pablos,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625)
Oscar Sanjuán Martínez,Miguel García Rodríguez,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625)
Oscar Sanjuán Martínez,Jose María Alvarez Rodríguez,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625)
Oscar Sanjuán Martínez,Diego Berrueta Muñoz,POINT (-3.7035825 40.4167047),POINT (-5.66275 43.5449422)
Oscar Sanjuán Martínez,Luis Polo Paredes,POINT (-3.7035825 40.4167047),POINT (-5.66275 43.5449422)
Oscar Sanjuán Martínez,Jose Emilio Labra Gayo,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625)
B. Cristina Pelayo G-Bustelo,Juan Manuel Cueva Lovelle,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625)
B. Cristina Pelayo G-Bustelo,Patricia Ordóñez de Pablos,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625)
B. Cristina Pelayo G-Bustelo,Miguel García Rodríguez,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625)
B. Cristina Pelayo G-Bustelo,Jose María Alvarez Rodríguez,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625)
B. Cristina Pelayo G-Bustelo,Diego Berrueta Muñoz,POINT (-5.8483581 43.3618625),POINT (-5.66275 43.5449422)
B. Cristina Pelayo G-Bustelo,Luis Polo Paredes,POINT (-5.8483581 43.3618625),POINT (-5.66275 43.5449422)
